x,0.499664,y,-0.214332,z,0.053529
x,0.49989,y,-0.214332,z,0.053529
x,0.500117,y,-0.214332,z,0.053529
x,0.500343,y,-0.214332,z,0.053529
x,0.50057,y,-0.214332,z,0.053529
x,0.500797,y,-0.214332,z,0.0535291
x,0.501023,y,-0.214332,z,0.0535291
x,0.50125,y,-0.214332,z,0.0535291
x,0.501477,y,-0.214332,z,0.0535291
x,0.501703,y,-0.214332,z,0.0535291
x,0.50193,y,-0.214332,z,0.0535291
x,0.502156,y,-0.214332,z,0.0535291
x,0.502383,y,-0.214332,z,0.0535291
x,0.50261,y,-0.214332,z,0.0535291
x,0.502836,y,-0.214332,z,0.0535291
x,0.503063,y,-0.214332,z,0.0535291
x,0.503289,y,-0.214332,z,0.0535291
x,0.503516,y,-0.214332,z,0.0535291
x,0.503743,y,-0.214332,z,0.0535291
x,0.503969,y,-0.214332,z,0.0535291
x,0.504196,y,-0.214332,z,0.0535291
x,0.504422,y,-0.214332,z,0.0535291
x,0.504649,y,-0.214332,z,0.0535291
x,0.504876,y,-0.214332,z,0.0535291
x,0.505102,y,-0.214332,z,0.0535291
x,0.505329,y,-0.214332,z,0.0535291
x,0.505555,y,-0.214332,z,0.0535291
x,0.505782,y,-0.214332,z,0.0535291
x,0.506009,y,-0.214332,z,0.0535291
x,0.506235,y,-0.214332,z,0.0535291
x,0.506462,y,-0.214332,z,0.0535291
x,0.506688,y,-0.214332,z,0.0535292
x,0.506915,y,-0.214332,z,0.0535292
x,0.507142,y,-0.214332,z,0.0535292
x,0.507368,y,-0.214332,z,0.0535292
x,0.507595,y,-0.214332,z,0.0535292
x,0.507821,y,-0.214332,z,0.0535292
x,0.508048,y,-0.214332,z,0.0535292
x,0.508275,y,-0.214332,z,0.0535292
x,0.508501,y,-0.214332,z,0.0535292
x,0.508728,y,-0.214332,z,0.0535292
x,0.508954,y,-0.214332,z,0.0535292
x,0.509181,y,-0.214332,z,0.0535292
x,0.509408,y,-0.214332,z,0.0535292
x,0.509634,y,-0.214332,z,0.0535292
x,0.509861,y,-0.214332,z,0.0535292
x,0.510087,y,-0.214332,z,0.0535292
x,0.510314,y,-0.214332,z,0.0535292
x,0.510541,y,-0.214332,z,0.0535292
x,0.510767,y,-0.214332,z,0.0535292
x,0.510541,y,-0.214332,z,0.0535292
x,0.510314,y,-0.214332,z,0.0535292
x,0.510087,y,-0.214332,z,0.0535292
x,0.509861,y,-0.214332,z,0.0535292
x,0.509634,y,-0.214332,z,0.0535292
x,0.509408,y,-0.214332,z,0.0535292
x,0.50919,y,-0.214332,z,0.0535292
x,0.508963,y,-0.214332,z,0.0535292
x,0.508737,y,-0.214332,z,0.0535292
x,0.50851,y,-0.214332,z,0.0535293
x,0.508284,y,-0.214332,z,0.0535293
x,0.508057,y,-0.214332,z,0.0535293
x,0.50783,y,-0.214332,z,0.0535293
x,0.507613,y,-0.214332,z,0.0535293
x,0.507386,y,-0.214332,z,0.0535293
x,0.50716,y,-0.214332,z,0.0535293
x,0.506942,y,-0.214332,z,0.0535293
x,0.506725,y,-0.214332,z,0.0535293
x,0.506498,y,-0.214332,z,0.0535293
x,0.506281,y,-0.214332,z,0.0535293
x,0.506063,y,-0.214332,z,0.0535293
x,0.505836,y,-0.214332,z,0.0535293
x,0.50561,y,-0.214332,z,0.0535293
x,0.505383,y,-0.214332,z,0.0535293
x,0.505157,y,-0.214332,z,0.0535293
x,0.50493,y,-0.214332,z,0.0535293
x,0.504712,y,-0.214332,z,0.0535293
x,0.504486,y,-0.214332,z,0.0535293
x,0.504259,y,-0.214332,z,0.0535293
x,0.504033,y,-0.214332,z,0.0535293
x,0.503806,y,-0.214332,z,0.0535293
x,0.503589,y,-0.214332,z,0.0535293
x,0.503362,y,-0.214332,z,0.0535293
x,0.503135,y,-0.214332,z,0.0535293
x,0.502909,y,-0.214332,z,0.0535293
x,0.502682,y,-0.214332,z,0.0535293
x,0.502455,y,-0.214332,z,0.0535294
x,0.502229,y,-0.214332,z,0.0535294
x,0.502002,y,-0.214332,z,0.0535294
x,0.501776,y,-0.214332,z,0.0535294
x,0.501549,y,-0.214332,z,0.0535294
x,0.501322,y,-0.214332,z,0.0535294
x,0.501096,y,-0.214332,z,0.0535294
x,0.500869,y,-0.214332,z,0.0535294
x,0.500642,y,-0.214332,z,0.0535294
x,0.500416,y,-0.214332,z,0.0535294
x,0.500189,y,-0.214332,z,0.0535294
x,0.499963,y,-0.214332,z,0.0535294
x,0.499736,y,-0.214332,z,0.0535294
x,0.499509,y,-0.214332,z,0.0535294
x,0.499283,y,-0.214332,z,0.0535294
x,0.499056,y,-0.214332,z,0.0535294
x,0.498829,y,-0.214332,z,0.0535294
x,0.498603,y,-0.214332,z,0.0535294
x,0.498376,y,-0.214332,z,0.0535294
x,0.49815,y,-0.214332,z,0.0535294
x,0.497923,y,-0.214332,z,0.0535294
x,0.497696,y,-0.214332,z,0.0535294
x,0.49747,y,-0.214332,z,0.0535294
x,0.497243,y,-0.214332,z,0.0535294
x,0.497017,y,-0.214332,z,0.0535294
x,0.49679,y,-0.214332,z,0.0535294
